Cohort group type,Cohort group value,Cohort day,Month 9,Month 8,Month 7,Month 6,Month 5,Month 4,Month 3,Month 2,Month 1,Month 0
Last active day,Updated profile,12/27/12,-13,-2,236,0,0,0,0,0,0,0
Last active day,Updated profile,12/28/12,-12,-2,236,0,0,0,0,0,0,0
Last active day,Updated profile,12/29/12,-12,-2,230,0,0,0,0,0,0,0
Last active day,Updated profile,12/30/12,-12,-3,266,0,0,0,0,0,0,0
Last active day,Updated profile,12/31/12,-14,-3,252,0,0,0,0,0,0,0
Last active day,Updated profile,01/01/13,-15,-3,223,0,0,0,0,0,0,0
Last active day,Updated profile,01/02/13,-13,-4,243,0,0,0,0,0,0,0
Last active day,Updated profile,01/03/13,-17,-4,0,291,0,0,0,0,0,0
Last active day,Updated profile,01/04/13,-18,-3,0,291,0,0,0,0,0,0
Last active day,Updated profile,01/05/13,-13,-3,0,238,0,0,0,0,0,0
Last active day,Updated profile,01/06/13,-17,-4,0,230,0,0,0,0,0,0
Last active day,Updated profile,01/07/13,-16,-4,0,253,0,0,0,0,0,0
Last active day,Updated profile,01/08/13,-15,-5,0,286,0,0,0,0,0,0
Last active day,Updated profile,01/09/13,-17,-4,0,249,0,0,0,0,0,0
Last active day,Updated profile,01/10/13,-20,-6,0,297,0,0,0,0,0,0
Last active day,Updated profile,01/11/13,-16,-6,0,235,0,0,0,0,0,0
Last active day,Updated profile,01/12/13,-20,-7,0,251,0,0,0,0,0,0
Last active day,Updated profile,01/13/13,-24,-8,0,208,0,0,0,0,0,0
Last active day,Updated profile,01/14/13,-22,-8,0,210,0,0,0,0,0,0
Last active day,Updated profile,01/15/13,-22,-8,0,288,0,0,0,0,0,0
Last active day,Updated profile,01/16/13,-22,-7,0,268,0,0,0,0,0,0
Last active day,Updated profile,01/17/13,-22,-9,0,212,0,0,0,0,0,0
Last active day,Updated profile,01/18/13,-20,-9,0,280,0,0,0,0,0,0
Last active day,Updated profile,01/19/13,-28,-8,-1,248,0,0,0,0,0,0
Last active day,Updated profile,01/20/13,-22,-11,-1,268,0,0,0,0,0,0
Last active day,Updated profile,01/21/13,-28,-9,-1,251,0,0,0,0,0,0
Last active day,Updated profile,01/22/13,-28,-8,-1,239,0,0,0,0,0,0
Last active day,Updated profile,01/23/13,-21,-10,-1,253,0,0,0,0,0,0
Last active day,Updated profile,01/24/13,-25,-11,-1,269,0,0,0,0,0,0
Last active day,Updated profile,01/25/13,-31,-13,-2,234,0,0,0,0,0,0
Last active day,Updated profile,01/26/13,-31,-9,-3,209,0,0,0,0,0,0
Last active day,Updated profile,01/27/13,-27,-14,-4,264,0,0,0,0,0,0
Last active day,Updated profile,01/28/13,-26,-12,-4,268,0,0,0,0,0,0
Last active day,Updated profile,01/29/13,-35,-11,-6,215,0,0,0,0,0,0
Last active day,Updated profile,01/30/13,-34,-13,-7,204,0,0,0,0,0,0
Last active day,Updated profile,01/31/13,-38,-15,-9,274,0,0,0,0,0,0
Last active day,Updated profile,02/01/13,-33,-17,-11,286,0,0,0,0,0,0
Last active day,Updated profile,02/02/13,-28,-13,-10,0,231,0,0,0,0,0
Last active day,Updated profile,02/03/13,-38,-15,-14,0,289,0,0,0,0,0
Last active day,Updated profile,02/04/13,-40,-16,-15,0,282,0,0,0,0,0
Last active day,Updated profile,02/05/13,-36,-16,-11,0,239,0,0,0,0,0
Last active day,Updated profile,02/06/13,-31,-14,-14,0,212,0,0,0,0,0
Last active day,Updated profile,02/07/13,-42,-19,-10,0,233,0,0,0,0,0
Last active day,Updated profile,02/08/13,-38,-20,-8,0,244,0,0,0,0,0
Last active day,Updated profile,02/09/13,-37,-20,-7,0,211,0,0,0,0,0
Last active day,Updated profile,02/10/13,-37,-17,-7,0,257,0,0,0,0,0
Last active day,Updated profile,02/11/13,-41,-17,-7,0,210,0,0,0,0,0
Last active day,Updated profile,02/12/13,-35,-20,-7,0,287,0,0,0,0,0
Last active day,Updated profile,02/13/13,-45,-19,-8,0,199,0,0,0,0,0
Last active day,Updated profile,02/14/13,-39,-25,-7,0,213,0,0,0,0,0
Last active day,Updated profile,02/15/13,-42,-25,-6,0,213,0,0,0,0,0
Last active day,Updated profile,02/16/13,-36,-21,-8,0,240,0,0,0,0,0
Last active day,Updated profile,02/17/13,-42,-25,-7,0,218,0,0,0,0,0
Last active day,Updated profile,02/18/13,-52,-25,-10,-1,238,0,0,0,0,0
Last active day,Updated profile,02/19/13,-49,-26,-9,-1,267,0,0,0,0,0
Last active day,Updated profile,02/20/13,-38,-21,-10,-1,251,0,0,0,0,0
Last active day,Updated profile,02/21/13,-57,-21,-10,-1,207,0,0,0,0,0
Last active day,Updated profile,02/22/13,-44,-28,-10,-1,255,0,0,0,0,0
Last active day,Updated profile,02/23/13,-59,-31,-10,-1,213,0,0,0,0,0
Last active day,Updated profile,02/24/13,-60,-28,-11,-2,201,0,0,0,0,0
Last active day,Updated profile,02/25/13,-53,-23,-13,-2,289,0,0,0,0,0
Last active day,Updated profile,02/26/13,-54,-24,-13,-2,236,0,0,0,0,0
Last active day,Updated profile,02/27/13,-57,-26,-14,-2,289,0,0,0,0,0
Last active day,Updated profile,02/28/13,-51,-31,-13,-3,276,0,0,0,0,0
Last active day,Updated profile,03/01/13,-44,-30,-16,-3,241,0,0,0,0,0
Last active day,Updated profile,03/02/13,-53,-36,-14,-3,201,0,0,0,0,0
Last active day,Updated profile,03/03/13,-64,-37,-13,-3,234,0,0,0,0,0
Last active day,Updated profile,03/04/13,-54,-35,-17,-4,0,265,0,0,0,0
Last active day,Updated profile,03/05/13,-47,-34,-13,-4,0,249,0,0,0,0
Last active day,Updated profile,03/06/13,-61,-40,-17,-3,0,238,0,0,0,0
Last active day,Updated profile,03/07/13,-66,-30,-16,-5,0,239,0,0,0,0
Last active day,Updated profile,03/08/13,-57,-36,-15,-4,0,289,0,0,0,0
Last active day,Updated profile,03/09/13,-53,-39,-18,-4,0,220,0,0,0,0
Last active day,Updated profile,03/10/13,-51,-40,-18,-6,0,214,0,0,0,0
Last active day,Updated profile,03/11/13,-74,-37,-21,-5,0,198,0,0,0,0
Last active day,Updated profile,03/12/13,-55,-45,-18,-5,0,210,0,0,0,0
Last active day,Updated profile,03/13/13,-60,-42,-21,-7,0,264,0,0,0,0
Last active day,Updated profile,03/14/13,-57,-37,-23,-6,0,201,0,0,0,0
Last active day,Updated profile,03/15/13,-69,-37,-22,-7,0,247,0,0,0,0
Last active day,Updated profile,03/16/13,-75,-46,-20,-7,0,244,0,0,0,0
Last active day,Updated profile,03/17/13,-81,-39,-20,-8,0,288,0,0,0,0
Last active day,Updated profile,03/18/13,-71,-43,-24,-9,0,228,0,0,0,0
Last active day,Updated profile,03/19/13,-72,-39,-27,-7,-1,256,0,0,0,0
Last active day,Updated profile,03/20/13,-63,-40,-25,-8,0,250,0,0,0,0
Last active day,Updated profile,03/21/13,-77,-39,-24,-8,-1,250,0,0,0,0
Last active day,Updated profile,03/22/13,-74,-41,-24,-8,-1,266,0,0,0,0
Last active day,Updated profile,03/23/13,-87,-38,-27,-10,-1,283,0,0,0,0
Last active day,Updated profile,03/24/13,-78,-48,-24,-11,-1,266,0,0,0,0
Last active day,Updated profile,03/25/13,-87,-56,-27,-13,-1,242,0,0,0,0
Last active day,Updated profile,03/26/13,-88,-53,-26,-9,-2,205,0,0,0,0
Last active day,Updated profile,03/27/13,-83,-56,-25,-11,-2,266,0,0,0,0
Last active day,Updated profile,03/28/13,-88,-41,-33,-10,-2,202,0,0,0,0
Last active day,Updated profile,03/29/13,-82,-55,-30,-12,-3,237,0,0,0,0
Last active day,Updated profile,03/30/13,-79,-46,-28,-11,-2,255,0,0,0,0
Last active day,Updated profile,03/31/13,-78,-60,-26,-16,-2,251,0,0,0,0
Last active day,Updated profile,04/01/13,-88,-58,-33,-11,-2,224,0,0,0,0
Last active day,Updated profile,04/02/13,-69,-44,-30,-15,-3,252,0,0,0,0
Last active day,Updated profile,04/03/13,-89,-60,-32,-16,-3,0,282,0,0,0
Last active day,Updated profile,04/04/13,-89,-50,-39,-17,-4,0,237,0,0,0
Last active day,Updated profile,04/05/13,-78,-49,-35,-15,-4,0,208,0,0,0
Last active day,Updated profile,04/06/13,-95,-64,-32,-15,-5,0,248,0,0,0
Last active day,Updated profile,04/07/13,-87,-52,-39,-16,-4,0,267,0,0,0
Last active day,Updated profile,04/08/13,-71,-53,-33,-15,-5,0,242,0,0,0
Last active day,Updated profile,04/09/13,-91,-49,-43,-20,-5,0,228,0,0,0
Last active day,Updated profile,04/10/13,-87,-67,-38,-20,-5,0,248,0,0,0
Last active day,Updated profile,04/11/13,-74,-53,-41,-17,-6,0,255,0,0,0
Last active day,Updated profile,04/12/13,-105,-55,-45,-17,-5,0,265,0,0,0
Last active day,Updated profile,04/13/13,-95,-63,-36,-21,-6,0,269,0,0,0
Last active day,Updated profile,04/14/13,-100,-69,-32,-20,-7,0,276,0,0,0
Last active day,Updated profile,04/15/13,-76,-64,-43,-19,-6,0,236,0,0,0
Last active day,Updated profile,04/16/13,-96,-64,-42,-24,-7,0,211,0,0,0
Last active day,Updated profile,04/17/13,-82,-71,-43,-23,-7,0,214,0,0,0
Last active day,Updated profile,04/18/13,-100,-63,-49,-19,-8,0,222,0,0,0
Last active day,Updated profile,04/19/13,-96,-66,-46,-23,-9,-1,224,0,0,0
Last active day,Updated profile,04/20/13,-111,-71,-50,-28,-7,-1,224,0,0,0
Last active day,Updated profile,04/21/13,-104,-63,-37,-28,-8,-1,203,0,0,0
Last active day,Updated profile,04/22/13,-101,-81,-44,-27,-9,-1,254,0,0,0
Last active day,Updated profile,04/23/13,-99,-83,-51,-23,-8,-1,197,0,0,0
Last active day,Updated profile,04/24/13,-108,-82,-55,-22,-11,-1,211,0,0,0
Last active day,Updated profile,04/25/13,-87,-77,-46,-30,-10,-1,246,0,0,0
Last active day,Updated profile,04/26/13,-106,-84,-42,-24,-9,-2,219,0,0,0
Last active day,Updated profile,04/27/13,-17,-87,-46,-25,-12,-2,250,0,0,0
Last active day,Updated profile,04/28/13,0,-78,-50,-24,-11,-2,238,0,0,0
Last active day,Updated profile,04/29/13,0,-70,-56,-26,-11,-3,242,0,0,0
Last active day,Updated profile,04/30/13,0,-88,-42,-27,-12,-3,200,0,0,0
Last active day,Updated profile,05/01/13,0,-70,-54,-34,-15,-3,205,0,0,0
Last active day,Updated profile,05/02/13,0,-76,-55,-29,-15,-3,213,0,0,0
Last active day,Updated profile,05/03/13,0,-78,-55,-32,-16,-3,0,203,0,0
Last active day,Updated profile,05/04/13,0,-92,-61,-29,-14,-3,0,224,0,0
Last active day,Updated profile,05/05/13,0,-67,-54,-33,-17,-4,0,271,0,0
Last active day,Updated profile,05/06/13,0,-93,-46,-32,-14,-4,0,234,0,0
Last active day,Updated profile,05/07/13,0,-91,-59,-34,-15,-3,0,231,0,0
Last active day,Updated profile,05/08/13,0,-91,-47,-33,-17,-4,0,267,0,0
Last active day,Updated profile,05/09/13,0,-99,-66,-38,-13,-5,0,198,0,0
Last active day,Updated profile,05/10/13,0,-80,-49,-41,-20,-5,0,187,0,0
Last active day,Updated profile,05/11/13,0,-77,-63,-30,-21,-4,0,267,0,0
Last active day,Updated profile,05/12/13,0,-92,-70,-38,-21,-6,0,257,0,0
Last active day,Updated profile,05/13/13,0,-91,-50,-42,-18,-7,0,218,0,0
Last active day,Updated profile,05/14/13,0,-100,-70,-37,-15,-6,0,215,0,0
Last active day,Updated profile,05/15/13,0,-72,-52,-37,-18,-6,0,197,0,0
Last active day,Updated profile,05/16/13,0,-103,-73,-44,-18,-7,0,185,0,0
Last active day,Updated profile,05/17/13,0,-88,-58,-36,-17,-6,0,245,0,0
Last active day,Updated profile,05/18/13,0,-81,-74,-46,-17,-7,0,245,0,0
Last active day,Updated profile,05/19/13,0,-92,-75,-34,-19,-7,-1,194,0,0
Last active day,Updated profile,05/20/13,0,-81,-55,-44,-21,-7,-1,190,0,0
Last active day,Updated profile,05/21/13,0,-85,-69,-39,-22,-9,-1,196,0,0
Last active day,Updated profile,05/22/13,0,-83,-76,-36,-24,-9,-1,219,0,0
Last active day,Updated profile,05/23/13,0,-94,-69,-41,-20,-10,-1,204,0,0
Last active day,Updated profile,05/24/13,0,-77,-79,-48,-19,-10,-1,222,0,0
Last active day,Updated profile,05/25/13,0,-83,-59,-37,-25,-10,-1,210,0,0
Last active day,Updated profile,05/26/13,0,-101,-65,-45,-23,-9,-2,211,0,0
Last active day,Updated profile,05/27/13,0,-83,-66,-50,-23,-11,-2,190,0,0
Last active day,Updated profile,05/28/13,0,-80,-68,-50,-22,-13,-2,233,0,0
Last active day,Updated profile,05/29/13,0,-102,-76,-46,-29,-10,-2,211,0,0
Last active day,Updated profile,05/30/13,0,-99,-75,-40,-25,-13,-3,179,0,0
Last active day,Updated profile,05/31/13,0,-81,-67,-52,-27,-10,-2,186,0,0
Last active day,Updated profile,06/01/13,0,-110,-80,-56,-31,-12,-3,243,0,0
Last active day,Updated profile,06/02/13,0,-109,-87,-55,-27,-13,-3,0,192,0
Last active day,Updated profile,06/03/13,0,-87,-85,-59,-26,-11,-4,0,237,0
Last active day,Updated profile,06/04/13,0,-16,-87,-44,-26,-12,-3,0,221,0
Last active day,Updated profile,06/05/13,0,0,-65,-43,-30,-13,-4,0,216,0
Last active day,Updated profile,06/06/13,0,0,-75,-44,-29,-13,-4,0,202,0
Last active day,Updated profile,06/07/13,0,0,-77,-44,-28,-14,-5,0,188,0
Last active day,Updated profile,06/08/13,0,0,-75,-44,-28,-14,-5,0,246,0
Last active day,Updated profile,06/09/13,0,0,-84,-50,-30,-15,-4,0,209,0
Last active day,Updated profile,06/10/13,0,0,-69,-51,-29,-17,-5,0,184,0
Last active day,Updated profile,06/11/13,0,0,-76,-63,-38,-18,-5,0,190,0
Last active day,Updated profile,06/12/13,0,0,-87,-49,-39,-17,-5,0,231,0
Last active day,Updated profile,06/13/13,0,0,-74,-52,-37,-19,-6,0,195,0
Last active day,Updated profile,06/14/13,0,0,-90,-55,-41,-20,-7,0,194,0
Last active day,Updated profile,06/15/13,0,0,-73,-67,-35,-17,-5,0,200,0
Last active day,Updated profile,06/16/13,0,0,-92,-63,-40,-20,-6,0,184,0
Last active day,Updated profile,06/17/13,0,0,-85,-53,-39,-18,-8,0,225,0
Last active day,Updated profile,06/18/13,0,0,-89,-50,-34,-18,-7,0,187,0
Last active day,Updated profile,06/19/13,0,0,-76,-70,-44,-18,-9,0,194,0
Last active day,Updated profile,06/20/13,0,0,-74,-62,-39,-20,-7,-1,170,0
Last active day,Updated profile,06/21/13,0,0,-87,-65,-33,-24,-8,-1,214,0
Last active day,Updated profile,06/22/13,0,0,-78,-57,-36,-21,-9,-1,187,0
Last active day,Updated profile,06/23/13,0,0,-84,-54,-41,-26,-7,-1,220,0
Last active day,Updated profile,06/24/13,0,0,-92,-70,-38,-20,-8,-1,228,0
Last active day,Updated profile,06/25/13,0,0,-101,-70,-34,-24,-8,-2,199,0
Last active day,Updated profile,06/26/13,0,0,-96,-54,-37,-20,-9,-1,193,0
Last active day,Updated profile,06/27/13,0,0,-75,-72,-44,-26,-9,-1,186,0
Last active day,Updated profile,06/28/13,0,0,-89,-65,-43,-27,-11,-2,184,0
Last active day,Updated profile,06/29/13,0,0,-104,-73,-51,-21,-10,-2,185,0
Last active day,Updated profile,06/30/13,0,0,-80,-76,-47,-23,-11,-2,220,0
Last active day,Updated profile,07/01/13,0,0,-104,-70,-47,-23,-13,-3,170,0
Last active day,Updated profile,07/02/13,0,0,-85,-77,-50,-25,-12,-2,0,195
Last active day,Updated profile,07/03/13,0,0,-86,-78,-41,-30,-11,-3,0,175
Last active day,Updated profile,07/04/13,0,0,-85,-59,-44,-29,-14,-3,0,172
Last active day,Updated profile,07/05/13,0,0,-109,-77,-41,-28,-12,-3,0,178
Last active day,Updated profile,07/06/13,0,0,-98,-67,-48,-30,-15,-4,0,199
Last active day,Updated profile,07/07/13,0,0,-82,-81,-50,-32,-14,-4,0,174
Last active day,Updated profile,07/08/13,0,0,-44,-65,-49,-34,-12,-4,0,209
Last active day,Updated profile,07/09/13,0,0,0,-61,-55,-31,-15,-5,0,162
Last active day,Updated profile,07/10/13,0,0,0,-68,-42,-32,-14,-4,0,222
Last active day,Updated profile,07/11/13,0,0,0,-69,-45,-32,-15,-4,0,197
Last active day,Updated profile,07/12/13,0,0,0,-68,-48,-35,-16,-5,0,193
Last active day,Updated profile,07/13/13,0,0,0,-68,-52,-32,-15,-4,0,202
Last active day,Updated profile,07/14/13,0,0,0,-68,-54,-27,-14,-5,0,218
Last active day,Updated profile,07/15/13,0,0,0,-80,-51,-29,-18,-6,0,207
Last active day,Updated profile,07/16/13,0,0,0,-77,-60,-37,-18,-6,0,177
Last active day,Updated profile,07/17/13,0,0,0,-84,-50,-37,-16,-7,0,198
Last active day,Updated profile,07/18/13,0,0,0,-80,-61,-38,-16,-7,0,189
Last active day,Updated profile,07/19/13,0,0,0,-81,-61,-31,-18,-8,0,161
Last active day,Updated profile,07/20/13,0,0,0,-65,-60,-33,-19,-8,-1,163
Last active day,Updated profile,07/21/13,0,0,0,-81,-48,-38,-17,-6,-1,164
Last active day,Updated profile,07/22/13,0,0,0,-78,-51,-36,-19,-9,-1,169
Last active day,Updated profile,07/23/13,0,0,0,-84,-63,-39,-19,-8,-1,207
Last active day,Updated profile,07/24/13,0,0,0,-74,-52,-33,-22,-9,-1,183
Last active day,Updated profile,07/25/13,0,0,0,-70,-61,-32,-19,-9,-1,199
Last active day,Updated profile,07/26/13,0,0,0,-89,-62,-36,-22,-9,-2,169
Last active day,Updated profile,07/27/13,0,0,0,-87,-67,-41,-25,-10,-2,187
Last active day,Updated profile,07/28/13,0,0,0,-80,-56,-34,-21,-10,-1,159
Last active day,Updated profile,07/29/13,0,0,0,-90,-51,-38,-24,-10,-2,191
Last active day,Updated profile,07/30/13,0,0,0,-89,-54,-45,-21,-10,-2,201
Last active day,Updated profile,07/31/13,0,0,0,-87,-52,-37,-20,-9,-2,193
Last active day,Sent first message,10/05/12,40,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/06/12,52,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/07/12,59,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/08/12,57,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/09/12,64,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/10/12,48,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/11/12,53,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/12/12,73,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/13/12,55,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/14/12,52,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/15/12,71,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/16/12,70,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/17/12,55,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/18/12,73,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/19/12,75,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/20/12,73,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/21/12,60,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/22/12,77,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/23/12,69,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/24/12,69,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/25/12,69,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/26/12,79,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/27/12,73,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/28/12,76,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/29/12,76,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/30/12,80,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,10/31/12,75,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/01/12,82,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/02/12,82,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/03/12,79,0,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/04/12,0,80,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/05/12,0,88,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/06/12,0,88,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/07/12,0,90,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/08/12,0,85,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/09/12,0,91,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/10/12,0,90,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/11/12,0,88,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/12/12,0,92,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/13/12,0,92,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/14/12,0,93,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/15/12,0,94,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/16/12,0,97,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/17/12,0,97,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/18/12,0,97,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/19/12,0,99,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/20/12,0,99,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/21/12,0,101,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/22/12,0,102,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/23/12,0,103,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/24/12,0,105,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/25/12,0,104,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/26/12,0,104,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/27/12,0,108,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/28/12,-1,107,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/29/12,-1,111,0,0,0,0,0,0,0,0
Last active day,Sent first message,11/30/12,-1,109,0,0,0,0,0,0,0,0
Last active day,Sent first message,12/01/12,-1,113,0,0,0,0,0,0,0,0
Last active day,Sent first message,12/02/12,-1,110,0,0,0,0,0,0,0,0
Last active day,Sent first message,12/03/12,-1,115,0,0,0,0,0,0,0,0
Last active day,Sent first message,12/04/12,-1,0,117,0,0,0,0,0,0,0
Last active day,Sent first message,12/05/12,-1,0,116,0,0,0,0,0,0,0
Last active day,Sent first message,12/06/12,-2,0,112,0,0,0,0,0,0,0
Last active day,Sent first message,12/07/12,-2,0,118,0,0,0,0,0,0,0
Last active day,Sent first message,12/08/12,-2,0,118,0,0,0,0,0,0,0
Last active day,Sent first message,12/09/12,-2,0,114,0,0,0,0,0,0,0
Last active day,Sent first message,12/10/12,-2,0,113,0,0,0,0,0,0,0
Last active day,Sent first message,12/11/12,-2,0,124,0,0,0,0,0,0,0
Last active day,Sent first message,12/12/12,-2,0,129,0,0,0,0,0,0,0
Last active day,Sent first message,12/13/12,-3,0,124,0,0,0,0,0,0,0
Last active day,Sent first message,12/14/12,-3,0,126,0,0,0,0,0,0,0
Last active day,Sent first message,12/15/12,-3,0,122,0,0,0,0,0,0,0
Last active day,Sent first message,12/16/12,-4,0,128,0,0,0,0,0,0,0
Last active day,Sent first message,12/17/12,-4,0,126,0,0,0,0,0,0,0
Last active day,Sent first message,12/18/12,-4,0,136,0,0,0,0,0,0,0
Last active day,Sent first message,12/19/12,-4,0,134,0,0,0,0,0,0,0
Last active day,Sent first message,12/20/12,-4,0,121,0,0,0,0,0,0,0
Last active day,Sent first message,12/21/12,-4,0,129,0,0,0,0,0,0,0
Last active day,Sent first message,12/22/12,-5,0,137,0,0,0,0,0,0,0
Last active day,Sent first message,12/23/12,-5,0,124,0,0,0,0,0,0,0
Last active day,Sent first message,12/24/12,-5,0,144,0,0,0,0,0,0,0
Last active day,Sent first message,12/25/12,-5,-1,126,0,0,0,0,0,0,0
Last active day,Sent first message,12/26/12,-6,-1,131,0,0,0,0,0,0,0
Last active day,Sent first message,12/27/12,-7,-1,126,0,0,0,0,0,0,0
Last active day,Sent first message,12/28/12,-6,-1,149,0,0,0,0,0,0,0
Last active day,Sent first message,12/29/12,-7,-1,145,0,0,0,0,0,0,0
Last active day,Sent first message,12/30/12,-7,-1,151,0,0,0,0,0,0,0
Last active day,Sent first message,12/31/12,-7,-1,136,0,0,0,0,0,0,0
Last active day,Sent first message,01/01/13,-8,-2,131,0,0,0,0,0,0,0
Last active day,Sent first message,01/02/13,-7,-2,135,0,0,0,0,0,0,0
Last active day,Sent first message,01/03/13,-9,-2,0,145,0,0,0,0,0,0
Last active day,Sent first message,01/04/13,-9,-2,0,131,0,0,0,0,0,0
Last active day,Sent first message,01/05/13,-8,-2,0,134,0,0,0,0,0,0
Last active day,Sent first message,01/06/13,-10,-2,0,156,0,0,0,0,0,0
Last active day,Sent first message,01/07/13,-10,-2,0,137,0,0,0,0,0,0
Last active day,Sent first message,01/08/13,-10,-3,0,136,0,0,0,0,0,0
Last active day,Sent first message,01/09/13,-11,-3,0,159,0,0,0,0,0,0
Last active day,Sent first message,01/10/13,-11,-3,0,157,0,0,0,0,0,0
Last active day,Sent first message,01/11/13,-11,-3,0,141,0,0,0,0,0,0
Last active day,Sent first message,01/12/13,-13,-3,0,162,0,0,0,0,0,0
Last active day,Sent first message,01/13/13,-11,-4,0,136,0,0,0,0,0,0
Last active day,Sent first message,01/14/13,-14,-4,0,165,0,0,0,0,0,0
Last active day,Sent first message,01/15/13,-14,-4,0,164,0,0,0,0,0,0
Last active day,Sent first message,01/16/13,-13,-5,0,163,0,0,0,0,0,0
Last active day,Sent first message,01/17/13,-14,-5,0,165,0,0,0,0,0,0
Last active day,Sent first message,01/18/13,-14,-5,0,162,0,0,0,0,0,0
Last active day,Sent first message,01/19/13,-16,-5,0,148,0,0,0,0,0,0
Last active day,Sent first message,01/20/13,-16,-6,0,172,0,0,0,0,0,0
Last active day,Sent first message,01/21/13,-16,-7,0,141,0,0,0,0,0,0
Last active day,Sent first message,01/22/13,-19,-6,-1,167,0,0,0,0,0,0
Last active day,Sent first message,01/23/13,-15,-7,-1,170,0,0,0,0,0,0
Last active day,Sent first message,01/24/13,-15,-6,-1,157,0,0,0,0,0,0
